file_name,N_m,NSE_m,RMSE_M,algo_m,m_poly_p1,m_poly_p2,m_poly_p3,m_n3_p1,m_n3_p2,N_nm,NSE_nm,RMSE_nM,algo_nm,nm_poly_p1,nm_poly_p2,nm_poly_p3,nm_n3_p1,nm_n3_p2,name,lat,lon
df_st_ADDOOR.xlsx,1481,0.9096600165203872,50.29189933445964,1,13.209993499498477,87.65794478255759,-45.461080940176004,,,742,0.780020591800626,29.400986602933155,1,33.83189621046613,0.1904459614445535,10.230089017916754,,,ADDOOR,12.92888888888889,74.9538888888889
df_st_Adityapur.xlsx,2318,0.9230557457298971,113.9055588304099,1,38.69417709245166,-9586.995118468189,593807.7384688281,,,4652,0.8258710886930845,29.060722764789737,1,13.772736917178646,-3358.7722936484984,204692.60026458107,,,Adityapur,22.79138888888889,86.17361111111111
df_st_AKKIHEBBAL.xlsx,1921,0.9398535101147479,33.21513147936483,1,51.53532007016866,-76943.25996088023,28719447.144855738,,,3876,0.9186116158972193,9.791570849552745,1,49.599548992414306,-74060.9743597609,27646558.749444902,,,AKKIHEBBAL,12.59861111111111,76.40055555555556
df_st_Alladupalli.xlsx,1474,0.8757955489554688,63.032477916341044,1,43.15467843979706,-11523.713045146518,769301.7444816838,,,3066,0.9022255856830577,44.82493903489116,1,42.399150029984085,-11311.985460191821,754499.4049777833,,,Alladupalli,14.71722222222222,78.66861111111112
df_st_Altuma.xlsx,2305,0.8865473054536623,28.538141910543104,1,52.22159585111527,-4778.018146200077,109294.99434965294,,,4622,0.8135523799906068,11.325529356376592,1,60.698772465680356,-5564.904747402643,127546.71556720509,,,Altuma,20.93083333333334,85.51916666666666
df_st_AMBARAMPALAYAM.xlsx,2197,0.9806149419925291,0.9548208560896871,2,,,,16.167961157064028,218.73194708549005,4482,0.9662275563201103,2.0555850561872933,1,46.397145326724846,-20337.620806086514,2228688.565785018,,,AMBARAMPALAYAM,10.63138888888889,76.94611111111111
df_st_Andhiyar_Khore.xlsx,1882,0.9058462206020301,12.825789228048004,1,18.965697386216025,-9605.80445690966,1216287.9502913835,,,3372,0.8527195954777412,4.270203330819975,1,19.368564074651555,-9812.19030218423,1242718.8281822214,,,Andhiyar Khore,21.83388888888889,81.5975
df_st_Anjanari.xlsx,314,0.8872677860766669,42.17286374871106,1,42.06842422999157,-986.2423270712335,5773.430701722575,,,119,0.9473019853315093,4.203482821215666,2,,,,6.752145293113986,11.118886702420884,Anjanari,16.93472222222222,73.51416666666667
df_st_ARANGALI.xlsx,2246,0.9218435474035336,42.101635832700396,1,18.509615249231683,56.178606567695724,15.366689793088,,,4756,0.8944339746514641,38.071304976576656,1,17.482037611475146,67.76650047721202,-11.199315810231203,,,ARANGALI,10.28611111111111,76.32222222222222
df_st_Arjunwad__Seasonal_.xlsx,1807,0.9762561923661599,172.50143087625915,2,,,,0.7479407485963706,520.8549311340054,358,0.8736609480241827,63.697918682812485,2,,,,2.3828496379979076,523.7156794361143,Arjunwad (Seasonal),16.78194444444444,74.63222222222221
df_st_Ashti.xlsx,2196,0.9847996459910671,337.70718315134326,1,175.184238437559,-50069.46288065691,3577575.471498053,,,4608,0.9765991383773195,43.45933620347851,2,,,,21.840188640038964,141.79133078672652,Ashti,19.68472222222222,79.78861111111111
df_st_AVERSHE.xlsx,1409,0.9770851234024839,14.419411432629452,1,27.251111200204534,-570.167784885657,2946.344834335161,,,1842,0.9874783735228625,1.9185545258777186,1,48.10980285106572,-1085.124651050901,6119.2692039826225,,,AVERSHE,13.52138888888889,74.88
df_st_Badlapur.xlsx,316,0.8926847931101898,139.09751820276932,2,,,,9.646227328855048,8.8392760157218,255,0.819841688421385,19.345031687758148,1,76.45370779771507,-1512.0189494306464,7475.557970736503,,,Badlapur,19.16222222222222,73.25416666666666
df_st_Bamni.xlsx,3409,0.6911120856499482,35.07162687634428,1,40.71249149739228,-35870.52850361873,7901116.280101925,,,867,0.9486203196034151,5.838699796829336,1,41.64693774191584,-36704.35485158913,8087084.026545225,,,Bamni,22.48416666666667,80.36194444444443
df_st_Bamnidhi.xlsx,2318,0.9580545768660561,92.47537577917872,2,,,,68.72463835192552,223.99804380590442,4687,0.8367562962062378,21.1933711781482,2,,,,66.54457899379727,224.01267570697087,Bamnidhi,21.90861111111111,82.71361111111112
df_st_BANTWAL.xlsx,2175,0.9147990213801144,205.0790461778179,1,36.72436314335554,123.2887930386555,-409.47375264472004,,,3522,0.8744066445242552,230.67727484807438,1,48.2510140180106,-0.8174769775602295,-154.51015342091188,,,BANTWAL,12.88083333333333,75.0411111111111
df_st_Barmanghat.xlsx,2089,0.9918879226771359,101.59052381612247,1,38.34131959419413,-23547.103756097462,3615383.4209970683,,,4354,0.8863641340456523,44.70525725205748,1,32.755936437100516,-20086.033948268392,3079216.2767998213,,,Barmanghat,23.03055555555556,79.01527777777778
df_st_Baronda.xlsx,1858,0.927014681862641,92.07821116772523,2,,,,31.93640931179313,283.2864746222223,2233,0.8932051953737256,11.729372381141982,1,208.89454936328724,-118701.7685980676,16862706.54637895,,,Baronda,20.91,81.88805555555557
df_st_Basantpur.xlsx,2074,0.7229490594526347,22.45576230788456,2,,,,94.00788965760486,207.98106340205933,4182,0.9834243170721327,73.74415256589205,1,183.79384190774846,-76526.24868307807,7965804.804860113,,,Basantpur,21.7275,82.78805555555556
df_st_Bawapuram.xlsx,1928,0.9539258215683338,177.8460785340157,1,152.64114317227177,-82697.58009207621,11200921.210153276,,,3582,0.9630420867773121,52.36838531486737,2,,,,17.466343046912847,269.8718590660548,Bawapuram,15.8825,77.95722222222223
df_st_Belkhedi.xlsx,2274,0.6322494326605717,143.88840643108193,1,26.380139005437428,-17941.545004866264,3050545.4669914157,,,4343,0.9584843240243228,1.3096574329240127,1,47.114079961624405,-32133.560180351167,5479072.1007503765,,,Belkhedi,22.92777777777778,79.33972222222222
df_st_Belne_Bridge.xlsx,259,0.9146136284631845,45.1845047669325,1,20.84499910484354,-409.50209950809597,2011.3439158868557,,,165,0.8922118434775169,7.96923085995031,1,16.960921507924546,-331.9423313974129,1626.670356738021,,,Belne Bridge,16.22083333333333,73.59472222222222
df_st_Bhadrachalam.xlsx,378,0.9890054365865626,598.7865591514379,1,173.87151729167093,-11611.249853145708,193835.93206016303,,,966,0.9253562913412882,1147.436147802079,1,179.92820027946962,-12175.978482094157,206125.58096417933,,,Bhadrachalam,17.66944444444444,80.87388888888889
df_st_Bhatpalli.xlsx,2196,0.9147955228776612,70.0573543007355,2,,,,9.946762050706441,157.70708426958836,4444,0.7798758241407535,13.566037155866528,1,80.73964278417203,-25638.128352358442,2035288.736405893,,,Bhatpalli,19.32972222222222,79.50416666666666
df_st_BILIGUNDULU.xlsx,2222,0.985334064786206,49.976094734853675,1,79.88051025619653,-41023.28773834189,5266893.856016972,,,4577,0.9921788814548262,17.16965411573938,1,74.78200312070531,-38404.07737862427,4930519.630775731,,,BILIGUNDULU,12.18222222222222,77.7238888888889
df_st_Boudh.xlsx,346,0.9229793434841176,1010.0746807862399,1,388.41140510071244,-61864.4848515069,2463018.0110312933,,,640,0.9817470357933744,117.66995634801445,1,540.5933265976253,-86822.12734315993,3486170.8498968617,,,Boudh,20.86555555555556,84.31333333333333
df_st_BURHANPUR.xlsx,1908,0.9318888378583617,312.33107399519423,1,54.06022274597417,-23265.075126086078,2503082.9856752963,,,3248,0.75037716811083,24.185521800002114,2,,,,13.336165601312034,214.84861036503546,BURHANPUR,21.29833333333334,76.23611111111111
df_st_BYALADAHALLI.xlsx,1481,0.9070644706587956,7.268650183235604,1,13.39595399645992,-14194.440829786223,3760127.5844194577,,,1840,0.9504597556731733,5.977140311910074,1,17.178622526291484,-18211.59733019605,4826671.703130922,,,BYALADAHALLI,14.43388888888889,75.77972222222222
df_st_Chakaliya.xlsx,1056,0.8221004984512432,239.57946691425678,1,52.13519374144522,-22497.240725713422,2426676.4740105392,,,1982,0.8186622709224488,180.49263752545804,1,63.19118228363173,-27400.53450551745,2970221.6298892424,,,Chakaliya,23.05194444444444,74.31972222222223
df_st_Champua.xlsx,2261,0.8789719124528308,30.535506332708046,1,22.41340219317545,-16579.16937116426,3065872.23607296,,,6849,0.8656974451347135,22.629222259895258,1,23.100225448445617,-17092.65667997021,3161842.6015437827,,,Champua,22.06888888888889,85.67055555555557
df_st_CHANWADA.xlsx,1658,0.9122810956892773,102.17963241973655,1,35.40066392489176,-1203.808833439632,10160.629761119395,,,3282,0.9119621555577685,75.24471661822241,1,36.887291111454445,-1270.8870154343124,10899.301485038632,,,CHANWADA,22.05,73.46527777777779
df_st_Chengalpet.xlsx,947,0.9554822700355378,23.80020682220502,2,,,,86.42822064986035,25.51146179945153,898,0.9553131397836567,24.438475110348737,2,,,,86.43426008819691,25.51150302415318,Chengalpet,12.65,79.94722222222222
df_st_Chennur.xlsx,1492,0.9093693840664502,99.80154559472122,1,169.714452322759,-39665.6224697903,2317644.872580987,,,3405,0.8356187784299595,93.60126828192394,2,,,,26.387192526977234,116.13158427089995,Chennur,14.57222222222222,78.8
df_st_Chhidgaon.xlsx,2233,0.9591094199890974,74.75922924139984,1,39.74307647600099,-22807.616442378192,3272181.3368902714,,,4188,0.6221971644239433,4.629410073701155,1,49.571568730008536,-28490.820847645504,4093712.929909335,,,Chhidgaon,22.40583333333333,77.30777777777777
df_st_Chindnar.xlsx,1964,0.9886462371755314,113.3903364048616,1,124.57122024911038,-82234.59000456003,13571634.403816981,,,3936,0.9918562055110511,18.485244160009245,1,119.983515574661,-79160.14537650015,13056650.073809734,,,Chindnar,19.08305555555556,81.3
df_st_CHUNCHUNAKATTE.xlsx,1075,0.8550971787806242,66.50192687456894,1,33.55187418994387,-50429.20792939814,18949040.793116666,,,996,0.9499557339364585,7.879491688701288,1,36.9346626187509,-55524.984203427484,20868083.54276607,,,CHUNCHUNAKATTE,12.51111111111111,76.30305555555556
df_st_Collem.xlsx,255,0.8738889671300536,10.303135376127846,1,14.339020633969357,-1888.6595323607607,62179.31994883115,,,322,0.8608729026334803,0.7992647914381079,1,17.37606926757094,-2307.983673388307,76639.98757650971,,,Collem,15.33861111111111,74.24833333333333
df_st_Dameracherla.xlsx,1583,0.9301258366045015,31.250138334079693,2,,,,19.57455843097319,54.194847304143174,3915,0.9537360323591854,27.100047831661197,1,72.48582257316609,-7904.574258489553,215478.15534820827,,,Dameracherla,16.73916666666667,79.66972222222223
df_st_DEDTALAI.xlsx,252,0.9441278244403244,55.40368097797288,1,31.881030939099553,-17176.158856653983,2313230.912646257,,,396,0.9777596444091758,6.0812495215833655,1,127.89333718012568,-69508.39564406285,9444230.127228087,,,DEDTALAI,21.51305555555556,76.75722222222223
df_st_Degloor.xlsx,1188,0.9817619040521138,15.16188260073365,1,23.173978126493264,-16354.10529437309,2885315.602572759,,,903,0.9504491588650283,8.943918622735541,2,,,,2.4350857644029276,351.84357237849895,Degloor,18.54555555555556,77.5775
df_st_Deosugur.xlsx,3046,0.994321801374919,136.1903862086637,1,139.22261425044078,-90620.71098096616,14746350.213296015,,,3046,0.994321801374919,136.1903862086637,1,139.22261425044078,-90620.71098096616,14746350.213296015,,,Deosugur,16.38222222222222,77.35722222222222
df_st_Derol_Bridge.xlsx,488,0.8344900656712947,113.24555418194876,2,,,,20.312234507346655,86.99515434196495,227,0.81321275571745,9.913021617599211,2,,,,73.14121078392178,87.07746438550076,Derol Bridge,23.57666666666667,72.80638888888889
df_st_Dhalegaon.xlsx,809,0.9962427183926618,41.69184866979972,1,44.32147094451793,-34287.27097459987,6631191.249438494,,,1044,0.9948414843108884,7.105208721525683,1,42.85611557872682,-33152.26864539513,6411410.714607725,,,Dhalegaon,19.19972222222222,76.36638888888888
df_st_Dhariawad.xlsx,6961,0.9563498685384045,10.874649163035222,1,56.016860697973854,-22795.13666187124,2319026.134869781,,,6961,0.9563498685384045,10.874649163035222,1,56.016860697973854,-22795.13666187124,2319026.134869781,,,Dhariawad,24.08638888888889,74.47555555555556
df_st_Dhond.xlsx,723,0.9855086640990494,101.48988900953401,1,51.54302692828939,-51062.70547021434,12646382.413089678,,,200,0.7699935907996666,33.185386037765866,2,,,,31.09636906497485,496.9977649449199,Dhond,18.47388888888889,74.57638888888889
df_st_Dindori.xlsx,2262,0.8345789537684454,72.11777423514668,2,,,,11.827064478502509,661.9239204081794,4376,0.8957908527889769,11.122674435354936,2,,,,18.975376834672815,662.4409299367164,Dindori,22.94777777777778,81.0761111111111
df_st_DURVESH.xlsx,1747,0.9554535445634074,115.35559906067142,1,40.972973176001055,-79.85538728440416,82.94413865348332,,,1452,0.7793142657087486,21.769987845664637,1,29.56873727484139,-2.9605412394030934,-35.1689066804423,,,DURVESH,19.7125,72.93055555555556
df_st_ERINJIPUZHA.xlsx,2177,0.9868233127745505,17.20683345369686,1,60.2811236890812,-1660.3648204510866,11436.601357474417,,,3535,0.9867830619476073,3.495339274168291,2,,,,9.935413612596486,12.897378863336165,ERINJIPUZHA,12.49583333333333,75.15694444444445
df_st_Fekoghat.xlsx,1967,0.7499095264439424,27.296299410761247,1,16.090480624867244,-1299.7329479129132,26236.261818738167,,,517,0.630703590046884,26.59978775935303,1,10.025308502856735,-789.6584651427875,15517.216827791377,,,Fekoghat,22.30861111111111,86.91638888888889
df_st_Gadarwara.xlsx,2128,0.9050533869359588,88.86721218470001,1,74.22772204401268,-47848.08270773244,7710835.184501451,,,6152,0.9058226619792672,55.41484753302165,1,79.28251883035087,-51135.80114981162,8245407.074599877,,,Gadarwara,22.92388888888889,78.79166666666667
df_st_Ganjem.xlsx,266,0.9792850454648487,32.88857205605672,1,34.51032298621033,-73.90927248823843,-113.45785129629846,,,365,0.9827634479792231,28.63181763442501,1,35.71879928307609,-87.6432914920816,-75.32876805226161,,,Ganjem,15.47083333333333,74.09916666666666
df_st_Ganod.xlsx,559,0.9094364322676467,102.32537715197124,1,64.97008797716087,-3362.201578165367,43501.21829718629,,,862,0.8697231953321711,101.89903057092263,1,67.19499364193568,-3492.834385792785,45404.30734977095,,,Ganod,21.66666666666667,70.185
df_st_Garudeshwar.xlsx,2263,0.9793919629130501,359.44083518260743,1,46.028624256782415,-633.9068803844638,-114.42885548021941,,,4312,0.7588208006909661,151.26710451486187,1,32.70480792238558,-523.341443052131,1041.342999962141,,,Garudeshwar,21.89,73.65
df_st_GHALA.xlsx,2663,0.7992814555402421,128.71523489630297,1,57.558400323305705,-413.4167501953225,711.4326702181744,,,2663,0.7992814555402421,128.71523489630297,1,57.558400323305705,-413.4167501953225,711.4326702181744,,,GHALA,21.29722222222222,73.02527777777777
df_st_Ghatora.xlsx,11904,0.7417944764244369,40.492922396274324,2,,,,6.694031656297347,246.2211445699334,11904,0.7417944764244369,40.492922396274324,2,,,,6.694031656297347,246.2211445699334,Ghatora,22.04861111111111,82.22194444444445
df_st_Ghugus.xlsx,660,0.8920037795968832,227.80577889634424,1,16.53388018499946,-5423.59655038526,444587.2655322671,,,1265,0.8263914001537644,11.755116862139856,1,38.630256379848824,-12887.928860838514,1074921.1173555527,,,Ghugus,19.95583333333333,79.10083333333333
df_st_Gokak_Falls.xlsx,1305,0.9564257827174516,60.393637925073214,2,,,,3.1518105756676484,536.7067605825963,681,0.6608990838171465,10.643002280466897,1,103.34378769236905,-111384.89904489837,30012933.043801624,,,Gokak Falls,16.18138888888889,74.80111111111111
df_st_Gomlai.xlsx,2315,0.9127477999074702,309.0331040223686,1,140.44378069586364,-38808.67405700956,2680953.822194966,,,4619,0.923543009913333,63.68046992366309,1,131.66121058162042,-36411.1798093714,2517394.496030175,,,Gomlai,21.83444444444444,84.91277777777778
df_st_GOPALKHEDA.xlsx,1847,0.9729573213384735,51.45679493681022,1,13.357492537766047,-6289.858968003486,740438.7299493292,,,2041,0.992562902733827,6.8481981447937885,1,16.55093829456147,-7814.040290661695,922292.1696683067,,,GOPALKHEDA,20.87416666666667,76.99138888888889
df_st_Gopiballavpur.xlsx,640,0.8547907726621711,69.26394341142202,1,4.566432568599379,-142.19134364272028,-193.21903890385178,,,640,0.8547907726621711,69.26394341142202,1,4.566432568599379,-142.19134364272028,-193.21903890385178,,,Gopiballavpur,22.21972222222222,86.90472222222223
df_st_GUMMANUR.xlsx,1842,0.7940689375018344,7.373051622018208,1,79.66634265311328,-78200.00858267558,19190154.545416247,,,4007,0.7832173084311104,8.331534914165092,1,66.06693746282474,-64846.473841690364,15912129.052700575,,,GUMMANUR,12.555,78.13833333333334
df_st_Gunupur.xlsx,2287,0.8849235474927764,95.74835721083939,2,,,,31.65310371658984,79.77014717265878,4348,0.8590541725065715,39.66149161260976,2,,,,24.713085559347185,79.66085428024691,Gunupur,19.08333333333333,83.80555555555556
df_st_HALADI.xlsx,2180,0.9856243995777312,12.217848534122334,1,15.008243211229786,11.465321199013742,-34.69821034302355,,,4458,0.9016616762090216,5.800713319575567,1,22.186106403906578,-20.044378885533806,-2.2101308898030294,,,HALADI,13.58166666666667,74.85777777777777
df_st_Halia.xlsx,171,0.8272430486631623,1.2644897560173034,2,,,,53.36583891460386,129.24332420509407,581,0.8602268408918436,0.7441683953849435,2,,,,32.643484407921086,129.12866778134023,Halia,16.79027777777778,79.3386111111111
df_st_Handia.xlsx,2323,0.9823944584262282,322.4378363657476,1,151.1516856936052,-78637.93558170131,10228065.214377211,,,4628,0.9069856687506955,73.8705458225985,1,148.77786143131917,-77426.48763136023,10073567.668838816,,,Handia,22.49166666666667,76.99388888888889
df_st_Haralahalli.xlsx,16057,0.6511823850104073,301.7339025174841,1,55.18530703503407,-56023.19122942129,14218499.420744063,,,16057,0.6511823850104073,301.7339025174841,1,55.18530703503407,-56023.19122942129,14218499.420744063,,,Haralahalli,14.83055555555556,75.67444444444445
df_st_Hivra.xlsx,1880,0.9880000073494433,41.29694944818684,1,32.33008506177447,-14960.91746406589,1730791.9103919617,,,3164,0.9560196357041584,9.609054677939891,1,36.104074925900946,-16730.63790704815,1938242.5781496887,,,Hivra,20.54722222222222,78.325
df_st_HOLEHONNUR.xlsx,974,0.9885133135968844,14.077294973737056,1,18.52153086608218,-20502.240735380587,5673608.09329395,,,1892,0.9409931329061106,9.520378680195455,1,16.488851098469624,-18241.26169349103,5044878.565268304,,,HOLEHONNUR,13.97638888888889,75.68527777777778
df_st_Hoshangabad.xlsx,2277,0.9534239448014064,439.34207424194443,1,84.47138969079239,-47569.65622600942,6696535.122598744,,,4681,0.8712273542815573,67.0871174183662,1,130.02836997157797,-73653.20794860272,10429944.871796908,,,Hoshangabad,22.76,77.69
df_st_Huvinhedigi.xlsx,2125,0.9889451182666504,181.89727973685748,1,82.74697058316764,-57041.03079443913,9830089.929782901,,,4301,0.9883636350044681,48.294389574931124,1,90.42203261650303,-62422.759135305554,10773339.627875917,,,Huvinhedigi,16.49027777777778,76.92305555555556
df_st_ITCHAPURAM.xlsx,2440,0.7788413569068032,10.816394591231363,1,16.991802579547304,-109.80386945702135,177.67288329246946,,,456,0.8395001052769402,2.061763086939743,1,15.383512951610165,-101.25686525270548,167.3310077617245,,,ITCHAPURAM,19.09833333333333,84.67861111111111
df_st_Jagdalpur.xlsx,2026,0.9347107454095812,68.42363363895153,1,17.333053190583698,-18436.34470633006,4902377.947223729,,,3341,0.9572378809581208,15.828751592607134,1,27.823057046987618,-29692.696274880844,7921994.7204912035,,,Jagdalpur,19.10805555555556,82.02277777777778
df_st_Jamshedpur.xlsx,2081,0.9368045328535993,173.98926591042974,1,65.07621463108451,-14802.917632108332,841703.9449834335,,,4316,0.8671925911907661,58.58349046687583,1,34.53457358657184,-7756.3441740001,435269.6686774577,,,Jamshedpur,22.81555555555556,86.21611111111112
df_st_Jamsholaghat.xlsx,824,0.8757028659771348,239.2918427125534,1,3.484962515493656,150.74262916978105,-13459.134406768142,,,390,0.7955638626674644,202.83781335175718,1,17.296539176518525,-1228.1554067682578,20611.32174184193,,,Jamsholaghat,22.21972222222222,86.71666666666667
df_st_Jenapur.xlsx,2316,0.9712332674749958,200.4406289730326,1,280.4975977447831,-9870.399473315982,86967.65684346504,,,4649,0.9639770342338704,58.937675665194675,1,229.92955154326478,-7979.110974680884,69290.13879774688,,,Jenapur,20.87888888888889,86.01444444444445
df_st_Jewangi.xlsx,132,0.9794989972790863,12.84368629549016,1,60.59985174309447,-51037.820185026685,10746100.665512417,,,186,0.9806705160054795,11.975302661979665,1,60.34497523593518,-50825.817753019684,10702025.528535109,,,Jewangi,17.25444444444445,77.46277777777777
df_st_Jondhra.xlsx,1864,0.9401288656349799,272.8880352314422,1,95.998436844643,-42256.18421165624,4650064.722508514,,,3167,0.6820688799804672,149.1250885437646,2,,,,30.049492939483482,220.567953547972,Jondhra,21.71694444444444,82.33833333333332
df_st_Jotasan.xlsx,449,0.7861133130666536,11.321070256976324,2,,,,127.94827886178702,286.6296036904959,339,0.8534580228877738,3.247053279671819,2,,,,53.58449792730294,286.4387343809983,Jotasan,24.35611111111111,73.16555555555556
df_st_K__Agraharam.xlsx,861,0.9978146481900972,152.7714446346681,1,164.4310187199009,-89275.07648314862,12117661.73006573,,,1862,0.9939825381214265,38.498463343604946,1,139.55705236105587,-75658.64282173385,10254282.187115602,,,K. Agraharam,16.25777777777778,77.84027777777777
df_st_K_M__VADI.xlsx,1650,0.8726613847895346,19.881906168232625,2,,,,4.344351954730694,765.7003697434614,3326,0.80145774995057,19.690936123772097,2,,,,4.189258739930933,765.6701025890491,K.M. VADI,12.34722222222222,76.29222222222222
df_st_KALAMPUR.xlsx,2185,0.8155068659389372,29.992260061271008,1,19.620097352612284,-313.0566451002137,1277.9860377011346,,,4024,0.684401003422563,34.67825569343143,1,8.576295352350856,-107.36598476395662,322.49538734694147,,,KALAMPUR,9.990555555555554,76.63222222222221
df_st_KALLOOPPARA.xlsx,2247,0.9267880031651864,30.162546978283036,1,8.718834336900661,29.67116369467369,-42.015483461988545,,,2923,0.9450024843255344,12.582095255033073,1,14.09713061356796,-0.223919136103185,-6.850775937093085,,,KALLOOPPARA,9.403611111111111,76.65027777777779
df_st_KALMA.xlsx,234,0.9718386576225749,257.08964892699805,1,333.16015912673254,-129068.28692315325,12500467.711000768,,,575,0.6286505814429866,147.3859804541769,2,,,,50.39802090439903,192.95389912996066,KALMA,21.69472222222222,83.27777777777777
df_st_Kanhargaon.xlsx,1569,0.9689535044913639,32.176217456610495,1,17.475240662994324,-16208.725416954085,3758440.917521805,,,800,0.967953679238332,11.766694609302471,1,16.353670694262483,-15182.19056995836,3523628.582676882,,,Kanhargaon,19.96166666666667,77.14833333333334
df_st_Kantamal.xlsx,2315,0.9675919247811843,294.73096557385156,1,121.39652577468657,-29136.197728096573,1748350.89367283,,,4688,0.9044666851501899,58.086502552114766,1,85.15752335811135,-20328.5547722567,1213209.6510450023,,,Kantamal,20.65833333333333,83.73194444444445
df_st_Karad.xlsx,1730,0.9894700781940773,68.35072795305003,1,24.092479439945812,-26443.148008487256,7255734.435956179,,,2232,0.9616352650646172,9.70099197169434,1,25.85690034951015,-28408.703662308257,7803076.744631068,,,Karad,17.29361111111111,74.19
df_st_KARATHODU.xlsx,2072,0.9147237417365048,30.61091429580397,1,7.468012639560133,-13.094963402647398,-23.0108483283291,,,1688,0.861510252598632,15.21785199370634,1,9.987736808215043,-41.69424037584443,43.259248413786466,,,KARATHODU,11.05694444444445,76.03944444444444
df_st_Kashinagar.xlsx,593,0.9154727950989475,79.50890527993121,2,,,,71.28871183631989,52.92272571741897,1146,0.9474465005719648,25.377335319502766,2,,,,49.916163041272696,52.6878422633156,Kashinagar,18.84833333333333,83.87305555555555
df_st_KATRAGADDA.xlsx,1837,0.9262764778339473,65.54170955115902,2,,,,21.302645808535694,68.30447251269388,3585,0.8029322994958106,33.74822368588556,1,135.2279555215749,-18740.440575114215,649295.9816216392,,,KATRAGADDA,18.99361111111111,83.81194444444444
df_st_Keesara.xlsx,1860,0.9595166606630486,75.80317294694422,1,157.22837970831478,-9066.187514517726,130686.71847005586,,,3526,0.8916922601574412,26.419702696359803,2,,,,40.29931527413314,28.455499727067334,Keesara,16.71472222222222,80.32027777777778
df_st_Kelo_at_Raigarh.xlsx,1874,0.6868083199895394,60.212412568489135,2,,,,4.129614743058331,222.1787876399918,2362,0.6897870618627706,54.70431407067468,2,,,,4.320065948613179,222.2558713780735,Kelo at Raigarh,21.88277777777778,83.40333333333334
df_st_Keolari.xlsx,2002,0.9492406706854064,58.96888305030105,1,31.98473229040881,-27260.13172601429,5808353.1418114025,,,6205,0.9464598312040916,35.35087466070054,1,33.13570698866275,-28250.20203330368,6021253.501224084,,,Keolari,22.38138888888889,79.89972222222222
df_st_Kesinga.xlsx,2317,0.9417052176652526,272.77424051298476,2,,,,11.252497511443938,166.488964152198,4660,0.9088388511044357,45.3104813262453,1,160.44985057862698,-54032.58048921909,4548985.81758171,,,Kesinga,20.1975,83.22500000000001
df_st_Khanpur.xlsx,6745,0.9703149213118726,149.53204555211073,1,70.11230899187574,-1060.7717566619733,3920.016970347052,,,2256,0.9108331536096388,14.785833112738453,1,128.20628448828833,-2223.5892074014587,9650.274804156574,,,Khanpur,22.53388888888889,73.13972222222223
df_st_Kheda.xlsx,880,0.9302967636554293,23.411635530838613,2,,,,3.637491415542629,18.019255347786327,880,0.9302967636554293,23.411635530838613,2,,,,3.637491415542629,18.019255347786327,Kheda,22.74638888888889,72.68027777777779
df_st_KIDANGOOR.xlsx,2275,0.8424075037060501,43.13693775474918,1,7.2640866881844515,33.27994952774311,-10.436936083107954,,,3001,0.616396815003569,38.05808623478565,1,6.943283904283013,29.755644389360924,-6.545125950773805,,,KIDANGOOR,9.674999999999999,76.60277777777777
df_st_KODUMUDI.xlsx,2093,0.9721187924161934,52.58074607477845,1,158.15231491637172,-38593.77812218594,2354522.9041583235,,,4320,0.8929397756768817,83.0542448069605,2,,,,17.990559450110194,120.78196309651754,KODUMUDI,11.08,77.89
df_st_kogaon.xlsx,1886,0.9367517588678018,73.35577620345602,1,68.37146216119221,-20794.387106236798,1581058.9384628825,,,1430,0.9665180831278475,7.892780931868755,1,98.22307592515328,-29968.703619887525,2285928.384199284,,,kogaon,22.10166666666667,75.68388888888889
df_st_Koida.xlsx,1342,0.7935333392459074,83.70946327369691,2,,,,5.702745503719808,11.363541872598205,2661,0.9870237084472671,154.67046334046682,1,67.12747012888701,-1736.6833438142576,11209.434266714967,,,Koida,17.4825,81.38666666666667
df_st_KOLLEGAL.xlsx,2146,0.8945743686831449,165.30416166986572,1,237.01288707346848,-295771.1630825759,92273986.804235,,,4063,0.9298065562669354,37.81358519145892,1,235.08432883676502,-293447.8165794836,91575227.6806935,,,KOLLEGAL,12.18944444444444,77.10194444444444
df_st_Konta.xlsx,1944,0.9846102851908193,139.11696966555505,1,41.702940710600714,-2415.7143417585107,34731.35078354924,,,4041,0.9621350707329172,46.416832829875425,1,52.21832427508063,-3146.2467781380033,47363.37668084367,,,Konta,17.79888888888889,81.39277777777778
df_st_Kopergaon.xlsx,182,0.9605487744055337,63.78783664251803,1,49.69463004590195,-48251.76064674483,11712644.258846203,,,201,0.9277957606277492,85.24481843342654,1,46.384404539394176,-45039.56933782216,10933390.307885414,,,Kopergaon,19.89,74.49
df_st_Kotni.xlsx,1308,0.823809656283237,175.22149959118232,1,52.312823442699795,-28339.382566266228,3838104.5680879094,,,984,0.7621626659167859,49.230920953402155,2,,,,4.966685766813371,269.4925073882817,Kotni,21.23777777777778,81.25027777777778
df_st_Kudalaiyathur.xlsx,408,0.9514499897079083,42.84744368122924,1,53.0475279289125,-1353.095239764276,8617.753063015132,,,408,0.9514499897079083,42.84744368122924,1,53.0475279289125,-1353.095239764276,8617.753063015132,,,Kudalaiyathur,11.42222222222222,79.47222222222223
